Instrumento;Link Externo;UF;Municipio;CNPJ;Nome Proponente;Modalidade;Emenda;Objeto;Situacao;Natureza Juridica;Inicio Vigencia;Fim Vigencia; Valor Global ;Valor Empenhado; Valor Liberado ;Valor de Contrapartida; Total em Movimentacoes Financeiras ; Saldo em conta ; Vl Devolvido ;PC Informatizada;Relatorios de Execucao;Acao de Monitoramnto;Percental  Exec;Parecer Financeiro;Grau de Prioridade;Acao de Analise de PC;Data Limite para Apresentar PC;Data de Envio da  PC;Dias de Atraso Envio da PC;Status de Execucao;Analise de Equipamentos;Percentual de Evolucao da Analise;Parecer Tec -Merito;Pareceres Incluidos na Plataforma;Execucao  Financeira Concedente  e Convenente;Devolucao de Saldo p Uniao;Resto a Pagar ;Tecnico / Analista;Processo SEI;Nota de Risco;Limite Toler  Risco;Faixa de Risco;Data de Vinculo Fiscal ;Dias apos Envio da PC;ANOTACOES OBS;Ano;Ingresso de $; ALERTA de Execucao Financeira ; ALERTA Sem Desembolso ; ALERTA Sem Pgt + 150 Dias ; Acordao  TCU1203 ; GRAU DE PRIORIDADE ;
716234;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=129085&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;NÃO;MANUTENÇÃO DE UNIDADE DE SAÚDE.;Convênio Anulado;Organização da Sociedade Civil;31/12/2009;30/12/2012; 87.366,50 ; -   ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/01/2013;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000655477200902;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
716307;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=128861&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE.;Convênio Anulado;Organização da Sociedade Civil;31/12/2009;30/12/2014; 445.100,00 ; -   ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/01/2015;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000655449200987;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
716324;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=128223&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE.;Convênio Anulado;Organização da Sociedade Civil;31/12/2009;30/12/2014; 200.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/01/2015;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000655750200991;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
716338;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=123688&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;NÃO;FUNDAMENTALMENTE É ATENDER COM QUALIDADE E EFICIÊNCIA A DEMANDA DE PACIENTES PORTADORES DE CÂNCER DO SISTEMA ÚNICO DE SAÚDE-SUS, GERANDO EFICÁCIA NO TRATAMENTO ONCOLÓGICO, COM A AQUISIÇÃO DE NOVOS EQUIPAMENTOS PARA O SERVIÇO DE CENTRO CIRÚRGICO E HEMATOLOGIA DO HOSPITAL NAPOLEÃO LAUREANO MANTIDO PELA FUNDAÇÃO LAUREANO.;Prestação de Contas Concluída;Organização da Sociedade Civil;31/12/2009;12/11/2013; 112.000,00 ; 112.000,00 ; 112.000,00 ; -   ; 107.600,00 ; -   ; 7.771,62 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;13/12/2014;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 96,07%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000655420200903;-;;;25/09/2016;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
718210;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=127151&Usr=guest&Pwd=guest;PB;POÇO DE JOSÉ DE MOURA;01615784000125;MUNICIPIO DE POCO DE JOSE DE MOURA;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE PARA POSTO DE SAÚDE DE CASAS VELAs, 5957214 E POSTO DE SAÚDE DE TORRÕES, 5957213;Convênio Anulado;Administração Pública Municipal;31/12/2009;30/12/2014; 102.100,00 ; -   ; -   ; 2.100,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;30/12/2014;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000657727200931;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
718611;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=127101&Usr=guest&Pwd=guest;PB;SANTA LUZIA;09090689000167;MUNICIPIO DE SANTA LUZIA;CONTRATO DE REPASSE;NÃO;CONSTRUÇÃO DE UNIDADE DE SAÚDE;Convênio Anulado;Administração Pública Municipal;30/12/2009;30/06/2013; 102.100,00 ; -   ; -   ; 2.100,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/08/2013;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;087126/2009;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
723930;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=113596&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08778326000156;MUNICIPIO DE JOAO PESSOA;CONVENIO;NÃO;Realização de capacitação e formação de agentes multiplicadores para promover a qualidade de vida das Pessoas Vivendo com HIV/Aids fortalecendo os seus direitos, a adesão ao tratamento, como também, ampliar o acesso ao diagnóstico, insumos e informações a população em geral.;Convênio Anulado;Administração Pública Municipal;31/12/2009;18/12/2015; 500.000,00 ; -   ; -   ; 40.000,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;17/01/2016;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000663201/2009-90;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
725928;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=111751&Usr=guest&Pwd=guest;PB;ALAGOINHA;08926263000138;MUNICIPIO DE ALAGOINHA;CONTRATO DE REPASSE;NÃO;CONCLUSÃO DA UNIDADE DE SAÚDE DE ALAGOINHA - PB;Convênio Anulado;Administração Pública Municipal;31/12/2009;30/12/2013; 184.000,00 ; -   ; -   ; 4.000,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;30/12/2013;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;074029/2009;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
726008;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=153507&Usr=guest&Pwd=guest;PB;GADO BRAVO;01612651000103;MUNICIPIO DE GADO BRAVO;CONTRATO DE REPASSE;NÃO;Ampliação da Unidade Básica de Saúde Severino Rufino Barbosa em Gado Bravo - PB;Convênio Anulado;Administração Pública Municipal;28/09/2010;27/10/2013; 154.640,00 ; -   ; -   ; 4.640,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;26/12/2013;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;111719/2009;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
726013;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=153541&Usr=guest&Pwd=guest;PB;DONA INÊS;08782146000148;MUNICIPIO DE DONA INES;CONTRATO DE REPASSE;NÃO;Ampliação do Centro de Saúde de Dona Inês – PB;Convênio Anulado;Administração Pública Municipal;20/10/2010;19/12/2013; 154.640,00 ; -   ; -   ; 4.640,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;17/02/2014;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;111745/2009;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
726018;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=153716&Usr=guest&Pwd=guest;PB;NATUBA;09072448000195;MUNICIPIO DE NATUBA;CONTRATO DE REPASSE;NÃO;Ampliação do Centro de Saúde de Natuba – PB;Prestação de Contas Concluída;Administração Pública Municipal;28/09/2010;30/10/2018; 154.640,00 ; 150.000,00 ; 150.000,00 ; 4.640,00 ; 132.833,62 ; -   ; 78.141,06 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;12/09/2020;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 88,56%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;111908/2009;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
726024;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=153738&Usr=guest&Pwd=guest;PB;BARRA DE SÃO MIGUEL;08701708000181;MUNICIPIO DE BARRA DE SAO MIGUEL;CONTRATO DE REPASSE;NÃO;Ampliação da Unidade de Saúde da Família M. Braz Cândido no Município de Barra de São Miguel - PB;Prestação de Contas Aprovada;Administração Pública Municipal;30/12/2010;29/12/2014; 154.640,00 ; 150.000,00 ; 150.000,00 ; 4.640,00 ; 149.780,99 ; -   ; 16.484,40 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;15/04/2015;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 96,86%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;111928/2009;-;;;Sem Vínculo;-; ;2009;4.640,00;Negativo;-;-;NÃO;INDEFINIDO;*
726030;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=154110&Usr=guest&Pwd=guest;PB;PEDRAS DE FOGO;09072455000197;MUNICIPIO DE PEDRAS DE FOGO;CONTRATO DE REPASSE;NÃO;Ampliação da Unidade de Saúde da Família Santo Antônio no Município de Pedras de Fogo - PB;Prestação de Contas Aprovada com Ressalvas;Administração Pública Municipal;28/09/2010;29/10/2015; 154.640,00 ; 150.000,00 ; 150.000,00 ; 4.640,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;28/12/2015;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 0,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;112280/2009;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
726630;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=146978&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08778268000160;SECRETARIA DE ESTADO DA SAUDE - SES;CONTRATO DE REPASSE;NÃO;CONSTRUÇÃO DE UNIDADES BASICAS DE SAÚDE, AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE, AQUISIÇÃO DE UNIDADE MÓVEL E AQUISIÇÃO DE VEÍCULO PARA AS EQUIPES ESTRATÉGICAS DE SAÚDE DA FAMÍLIA.;Convênio Anulado;Administração Pública Estadual ou do Distrito Federal;31/12/2009;30/06/2013; 1.650.000,00 ; -   ; -   ; 150.000,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/08/2013;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;105568/2009;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
730642;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=123872&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08778268000918;SECRETARIA DE ESTADO DA SAUDE - SES;CONVENIO;NÃO;Aquisição de Equipamentos e Materiais Permanentes.;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;31/12/2009;30/10/2016; 668.160,00 ; 532.118,00 ; 532.118,00 ; 136.042,00 ; 485.995,64 ; -   ; 323.317,56 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;19/09/2017;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 72,74%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000.655855/2009-40;-;;;Sem Vínculo;-; ;2009;136.042,00;Negativo;-;-;NÃO;INDEFINIDO;*
731468;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=131411&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08778268000160;SECRETARIA DE ESTADO DA SAUDE - SES;CONVENIO;NÃO;Ampliação da rede de serviços, proporcionando um atendimento especializado e qualificado para as pessoas portadoras de deficiência em todo o Estado.;Convênio Anulado;Administração Pública Estadual ou do Distrito Federal;31/12/2009;30/12/2014; 440.000,00 ; -   ; -   ; 40.000,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/01/2015;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000.667164/2009-99;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
731497;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=159306&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08778268000160;SECRETARIA DE ESTADO DA SAUDE - SES;CONVENIO;NÃO;Aquisição de equipamento e material permanente visando implantar e ampliar o sistema de fluoretação nas águas de abastecimento das cidades de João Pessoa / Bayeux / Cabedelo / e o Distrito de Várzea Nova (Santa Rita) e de Campina Grande / Alagoa Nova / Barra de Santana / Caturité / Galante / Lagoa Seca / Pocinhos / Queimadas e São Sebastião de Lagoa de Roça.;Convênio Anulado;Administração Pública Estadual ou do Distrito Federal;31/12/2009;25/10/2016; 1.043.600,00 ; -   ; -   ; 104.360,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;24/11/2016;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000.669053/2009-17;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
731507;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=134111&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08778268000160;SECRETARIA DE ESTADO DA SAUDE - SES;CONVENIO;NÃO;Capacitação das Parteiras Tradicionais da Paraíba;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;31/12/2009;30/09/2017; 110.000,00 ; 100.000,00 ; 100.000,00 ; 10.000,00 ; 22.815,00 ; -   ; 124.645,77 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;17/05/2018;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 20,74%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000.668484/2009-66;0,89337589;;;Sem Vínculo;-; ;2009;10.000,00;Negativo;-;-;NÃO;INDEFINIDO;*
737169;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=155360&Usr=guest&Pwd=guest;PB;LAGOA DE DENTRO;09071622000185;MUNICIPIO DE LAGOA DE DENTRO;CONTRATO DE REPASSE;NÃO;Ampliação de Unidade Atenção Básica de Saúde.;Convênio Anulado;Administração Pública Municipal;20/10/2010;20/09/2013; 153.100,00 ; -   ; -   ; 3.100,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;19/11/2013;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;113368/2009;-;;;Sem Vínculo;-; ;2009;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
737518;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=112136&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08778268000160;SECRETARIA DE ESTADO DA SAUDE - SES;CONTRATO DE REPASSE;NÃO;REFORMA DA CENTRAL ESTADUAL DE ARMAZENAMENTO E DISTRIBUIÇÃO DE IMUNOBIOLÓGICOS VISANDO ASSEGURAR A QUALIDADE DOS IMUNOBIOLÓGICOS OFERECIDOS A POPULAÇÃO E QUANTO AO DESENVOLVIMENTO DAS AÇÕES RELACIONADAS A IMUNIZAÇÃO NO ESTADO.AMPLIAÇÃO DA CENTRAL ESTADUAL DE ARMAZENAMENTO E DISTRIBUIÇÃO DE IMUNOBIOLÓGICOS VISANDO ASSEGURAR A QUALIDADE DOS IMUNOBIOLÓGICOS OFERECIDOS A POPULAÇÃO E QUANTO AO DESENVOLVIMENTO DAS AÇÕES RELACIONADAS A IMUNIZAÇÃO NO ESTADO.;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;30/12/2010;25/09/2019; 2.841.362,31 ; 700.000,00 ; 700.000,00 ; 1.446.362,31 ; 1.261.802,02 ; -   ; 295.119,31 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;14/01/2020;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 50,18%   |  Convenente: 93,91%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;74409;-;;;Sem Vínculo;-; ;2009;643.634,29;Negativo;-;-;NÃO;INDEFINIDO;*
748638;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=329169&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE.;Prestação de Contas Concluída;Organização da Sociedade Civil;26/11/2010;25/08/2015; 163.500,00 ; 156.960,00 ; 156.960,00 ; 6.540,00 ; 151.500,00 ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;24/09/2015;21/07/2020;1762;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 92,66%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000.121823/2010-89;-;;;Sem Vínculo;-; ;2010;6.540,00;Negativo;-;-;NÃO;INDEFINIDO;*
748642;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=327559&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE.;Prestação de Contas Concluída;Organização da Sociedade Civil;26/11/2010;25/08/2015; 95.000,00 ; 91.200,00 ; 91.200,00 ; 3.800,00 ; 94.579,33 ; -   ; 4.231,13 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;30/12/2015;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 99,56%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000.121821/2010-90;-;;;Sem Vínculo;-; ;2010;3.800,00;Negativo;-;-;NÃO;INDEFINIDO;*
748645;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=323349&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE.;Prestação de Contas Concluída;Organização da Sociedade Civil;22/12/2010;25/06/2014; 100.000,00 ; 96.000,00 ; 96.000,00 ; 4.000,00 ; 91.500,00 ; -   ; 4.859,73 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;08/01/2016;11/04/2019;1189;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 95,31%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000.121819/2010-11;-;;;Sem Vínculo;-; ;2010;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
749658;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=338848&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;FUNDAMENTALMENTE É ATENDER COM QUALIDADE E EFICIÊNCIA A DEMANDA DE PACIENTES PORTADORES DE CÂNCER DO SISTEMA ÚNICO DE SAÚDE-SUS, GERANDO EFICÁCIA NO TRATAMENTO ONCOLÓGICO, COM A AQUISIÇÃO DE MEDICAMENTOS DE USO HOSPITALAR/AMBULATORIAL PARA A ADMINISTRAÇÃO E DISPENSAÇÃO NO HOSPITAL NAPOLEÃO LAUREANO MANTIDO PELA FUNDAÇÃO LAUREANO.;Convênio Anulado;Organização da Sociedade Civil;14/12/2010;05/12/2015; 150.000,00 ; -   ; -   ; 6.000,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;04/01/2016;21/11/2019;1417;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000.154525/2010-75;-;;;Sem Vínculo;-; ;2010;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
